PIB Total - variação % sobre o mesmo período do ano anterior - Mediana - Período de 01/07/2012 a 01/08/2021 - Base: Expectativas informadas nos últimos 30 dias;;;;;;;;;;;;;;
Data;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
31/07/2019;;;;;;;;0,8200;2,1000;2,5000;2,5000;2,5000;;
01/08/2019;;;;;;;;0,8200;2,1000;2,5000;2,5000;2,5000;;
02/08/2019;;;;;;;;0,8200;2,1000;2,5000;2,5000;2,5000;;
05/08/2019;;;;;;;;0,8100;2,1000;2,5000;2,5000;2,5000;;
06/08/2019;;;;;;;;0,8100;2,1000;2,5000;2,5000;2,5000;;
07/08/2019;;;;;;;;0,8100;2,1000;2,5000;2,5000;2,5000;;
08/08/2019;;;;;;;;0,8100;2,1000;2,5000;2,5000;2,5000;;
09/08/2019;;;;;;;;0,8100;2,1000;2,5000;2,5000;2,5000;;
12/08/2019;;;;;;;;0,8200;2,1000;2,5000;2,5000;2,5000;;
13/08/2019;;;;;;;;0,8200;2,1000;2,5000;2,5000;2,5000;;
14/08/2019;;;;;;;;0,8100;2,1000;2,5000;2,5000;2,5000;;
15/08/2019;;;;;;;;0,8100;2,1000;2,5000;2,5000;2,5000;;
16/08/2019;;;;;;;;0,8300;2,2000;2,5000;2,5000;2,5000;;
19/08/2019;;;;;;;;0,8200;2,1000;2,5000;2,5000;2,5000;;
20/08/2019;;;;;;;;0,8100;2,1000;2,5000;2,5000;2,5000;;
21/08/2019;;;;;;;;0,8000;2,1000;2,5000;2,5000;2,5000;;
22/08/2019;;;;;;;;0,8000;2,1000;2,5000;2,5000;2,5000;;
23/08/2019;;;;;;;;0,8000;2,1000;2,5000;2,5000;2,5000;;
26/08/2019;;;;;;;;0,8000;2,1000;2,5000;2,5000;2,5000;;
27/08/2019;;;;;;;;0,8000;2,1000;2,5000;2,5000;2,5000;;
28/08/2019;;;;;;;;0,8000;2,1000;2,5000;2,5000;2,5000;;
29/08/2019;;;;;;;;0,8700;2,1000;2,5000;2,5000;2,5000;;
30/08/2019;;;;;;;;0,8700;2,1000;2,5000;2,5000;2,5000;;
02/09/2019;;;;;;;;0,8700;2,1000;2,5000;2,5000;2,5000;;
03/09/2019;;;;;;;;0,8700;2,1000;2,5000;2,5000;2,5000;;
04/09/2019;;;;;;;;0,8700;2,1000;2,5000;2,5000;2,5000;;
05/09/2019;;;;;;;;0,8700;2,0700;2,5000;2,5000;2,5000;;
06/09/2019;;;;;;;;0,8700;2,0700;2,5000;2,5000;2,5000;;
09/09/2019;;;;;;;;0,8800;2,0800;2,5000;2,5000;2,5000;;
10/09/2019;;;;;;;;0,8800;2,0500;2,5000;2,5000;2,5000;;
11/09/2019;;;;;;;;0,8800;2,0500;2,5000;2,5000;2,5000;;
12/09/2019;;;;;;;;0,8800;2,0000;2,5000;2,5000;2,5000;;
13/09/2019;;;;;;;;0,8700;2,0000;2,5000;2,5000;2,5000;;
16/09/2019;;;;;;;;0,8700;2,0000;2,5000;2,5000;2,5000;;
17/09/2019;;;;;;;;0,8700;2,0000;2,5000;2,5000;2,5000;;
18/09/2019;;;;;;;;0,8700;2,0000;2,5000;2,5000;2,5000;;
19/09/2019;;;;;;;;0,8700;2,0000;2,5000;2,5000;2,5000;;
20/09/2019;;;;;;;;0,8700;2,0000;2,5000;2,5000;2,5000;;
23/09/2019;;;;;;;;0,8700;2,0000;2,5000;2,5000;2,5000;;
24/09/2019;;;;;;;;0,8700;2,0000;2,5000;2,5000;2,5000;;
25/09/2019;;;;;;;;0,8700;2,0000;2,5000;2,5000;2,5000;;
26/09/2019;;;;;;;;0,8700;2,0000;2,5000;2,5000;2,5000;;
27/09/2019;;;;;;;;0,8700;2,0000;2,5000;2,5000;2,5000;;
30/09/2019;;;;;;;;0,8700;2,0000;2,5000;2,5000;2,5000;;
01/10/2019;;;;;;;;0,8700;2,0000;2,5000;2,5000;2,5000;;
02/10/2019;;;;;;;;0,8700;2,0000;2,5000;2,5000;2,5000;;
03/10/2019;;;;;;;;0,8700;2,0000;2,5000;2,5000;2,5000;;
04/10/2019;;;;;;;;0,8700;2,0000;2,5000;2,5000;2,5000;;
07/10/2019;;;;;;;;0,8700;2,0000;2,5000;2,5000;2,5000;;
08/10/2019;;;;;;;;0,8700;2,0000;2,5000;2,5000;2,5000;;
09/10/2019;;;;;;;;0,8700;2,0000;2,5000;2,5000;2,5000;;
10/10/2019;;;;;;;;0,8700;2,0000;2,5000;2,5000;2,5000;;
11/10/2019;;;;;;;;0,8700;2,0000;2,5000;2,5000;2,5000;;
14/10/2019;;;;;;;;0,8500;2,0000;2,5000;2,5000;2,5000;;
15/10/2019;;;;;;;;0,8500;2,0000;2,5000;2,5000;2,5000;;
16/10/2019;;;;;;;;0,8600;2,0000;2,5000;2,5000;2,5000;;
17/10/2019;;;;;;;;0,8700;2,0000;2,5000;2,5000;2,5000;;
18/10/2019;;;;;;;;0,8800;2,0000;2,5000;2,5000;2,5000;;
21/10/2019;;;;;;;;0,9000;2,0000;2,5000;2,5000;2,5000;;
22/10/2019;;;;;;;;0,9000;2,0000;2,5000;2,5000;2,5000;;
23/10/2019;;;;;;;;0,9000;2,0000;2,5000;2,5000;2,5000;;
24/10/2019;;;;;;;;0,9000;2,0000;2,5000;2,5000;2,5000;;
25/10/2019;;;;;;;;0,9100;2,0000;2,5000;2,5000;2,5000;;
28/10/2019;;;;;;;;0,9100;2,0000;2,5000;2,5000;2,5000;;
29/10/2019;;;;;;;;0,9200;2,0000;2,5000;2,5000;2,5000;;
30/10/2019;;;;;;;;0,9200;2,0000;2,5000;2,5000;2,5000;;
31/10/2019;;;;;;;;0,9200;2,0300;2,5000;2,5000;2,5000;;
01/11/2019;;;;;;;;0,9200;2,0000;2,5000;2,5000;2,5000;;
04/11/2019;;;;;;;;0,9200;2,0000;2,5000;2,5000;2,5000;;
05/11/2019;;;;;;;;0,9200;2,0000;2,5000;2,5000;2,5000;;
06/11/2019;;;;;;;;0,9200;2,0000;2,5000;2,5000;2,5000;;
07/11/2019;;;;;;;;0,9200;2,0000;2,5000;2,5000;2,5000;;
08/11/2019;;;;;;;;0,9200;2,0800;2,5000;2,5000;2,5000;;
11/11/2019;;;;;;;;0,9200;2,1000;2,5000;2,5000;2,5000;;
12/11/2019;;;;;;;;0,9200;2,1000;2,5000;2,5000;2,5000;;
13/11/2019;;;;;;;;0,9200;2,1000;2,5000;2,5000;2,5000;;
14/11/2019;;;;;;;;0,9200;2,1700;2,5000;2,5000;2,5000;;
18/11/2019;;;;;;;;0,9500;2,2000;2,5000;2,5000;2,5000;;
19/11/2019;;;;;;;;0,9500;2,2000;2,5000;2,5000;2,5000;;
20/11/2019;;;;;;;;0,9600;2,2000;2,5000;2,5000;2,5000;;
21/11/2019;;;;;;;;0,9700;2,2000;2,5000;2,5000;2,5000;;
22/11/2019;;;;;;;;0,9900;2,2000;2,5000;2,5000;2,5000;;
25/11/2019;;;;;;;;0,9900;2,2000;2,5000;2,5000;2,5000;;
26/11/2019;;;;;;;;0,9900;2,2100;2,5000;2,5000;2,5000;;
27/11/2019;;;;;;;;0,9900;2,2100;2,5000;2,5000;2,5000;;
28/11/2019;;;;;;;;0,9900;2,2100;2,5000;2,5000;2,5000;;
29/11/2019;;;;;;;;0,9900;2,2200;2,5000;2,5000;2,5000;;
02/12/2019;;;;;;;;1,0000;2,2200;2,5000;2,5000;2,5000;;
03/12/2019;;;;;;;;1,0700;2,2200;2,5000;2,5000;2,5000;;
04/12/2019;;;;;;;;1,0900;2,2300;2,5000;2,5000;2,5000;;
05/12/2019;;;;;;;;1,0900;2,2400;2,5000;2,5000;2,5000;;
06/12/2019;;;;;;;;1,1000;2,2400;2,5000;2,5000;2,5000;;
09/12/2019;;;;;;;;1,1000;2,2500;2,5000;2,5000;2,5000;;
10/12/2019;;;;;;;;1,1000;2,2500;2,5000;2,5000;2,5000;;
11/12/2019;;;;;;;;1,1000;2,2500;2,5000;2,5000;2,5000;;
12/12/2019;;;;;;;;1,1200;2,2500;2,5000;2,5000;2,5000;;
13/12/2019;;;;;;;;1,1200;2,2500;2,5000;2,5000;2,5000;;
16/12/2019;;;;;;;;1,1200;2,2300;2,5000;2,5000;2,5000;;
17/12/2019;;;;;;;;1,1200;2,2300;2,5000;2,5000;2,5000;;
18/12/2019;;;;;;;;1,1200;2,2500;2,5000;2,5000;2,5000;;
19/12/2019;;;;;;;;1,1500;2,2600;2,5000;2,5000;2,5000;;
20/12/2019;;;;;;;;1,1600;2,2800;2,5000;2,5000;2,5000;;
23/12/2019;;;;;;;;1,1700;2,3000;2,5000;2,5000;2,5000;;
24/12/2019;;;;;;;;1,1700;2,3000;2,5000;2,5000;2,5000;;
26/12/2019;;;;;;;;1,1700;2,3000;2,5000;2,5000;2,5000;;
27/12/2019;;;;;;;;1,1700;2,3000;2,5000;2,5000;2,5000;;
30/12/2019;;;;;;;;1,1700;2,3000;2,5000;2,5000;2,5000;;
31/12/2019;;;;;;;;1,1700;2,3000;2,5000;2,5000;2,5000;;
02/01/2020;;;;;;;;1,1700;2,3000;2,5000;2,5000;2,5000;;
03/01/2020;;;;;;;;1,1700;2,3000;2,5000;2,5000;2,5000;;
06/01/2020;;;;;;;;1,1700;2,3000;2,5000;2,5000;2,5000;;
07/01/2020;;;;;;;;1,1700;2,3100;2,5000;2,5000;2,5000;;
08/01/2020;;;;;;;;1,1700;2,3100;2,5000;2,5000;2,5000;;
09/01/2020;;;;;;;;1,1700;2,3000;2,5000;2,5000;2,5000;;
10/01/2020;;;;;;;;1,1700;2,3000;2,5000;2,5000;2,5000;;
13/01/2020;;;;;;;;1,1700;2,3300;2,5000;2,5000;2,5000;;
14/01/2020;;;;;;;;1,1700;2,3300;2,5000;2,5000;2,5000;;
15/01/2020;;;;;;;;1,1700;2,3100;2,5000;2,5000;2,5000;;
16/01/2020;;;;;;;;1,1700;2,3100;2,5000;2,5000;2,5000;;
17/01/2020;;;;;;;;1,1600;2,3100;2,5000;2,5000;2,5000;;
20/01/2020;;;;;;;;1,1600;2,3300;2,5000;2,5000;2,5000;;
21/01/2020;;;;;;;;1,1700;2,3300;2,5000;2,5000;2,5000;;
22/01/2020;;;;;;;;1,1700;2,3300;2,5000;2,5000;2,5000;;
23/01/2020;;;;;;;;1,1700;2,3000;2,5000;2,5000;2,5000;;
24/01/2020;;;;;;;;1,1500;2,3100;2,5000;2,5000;2,5000;;
27/01/2020;;;;;;;;1,1500;2,3000;2,5000;2,5000;2,5000;;
28/01/2020;;;;;;;;1,1500;2,3000;2,5000;2,5000;2,5000;;
29/01/2020;;;;;;;;1,1500;2,3000;2,5000;2,5000;2,5000;;
30/01/2020;;;;;;;;1,1400;2,3000;2,5000;2,5000;2,5000;;
31/01/2020;;;;;;;;1,1500;2,3000;2,5000;2,5000;2,5000;;
03/02/2020;;;;;;;;1,1400;2,3000;2,5000;2,5000;2,5000;;
04/02/2020;;;;;;;;1,1400;2,3000;2,5000;2,5000;2,5000;;
05/02/2020;;;;;;;;1,1400;2,3000;2,5000;2,5000;2,5000;;
06/02/2020;;;;;;;;1,1400;2,3100;2,5000;2,5000;2,5000;;
07/02/2020;;;;;;;;1,1200;2,3000;2,5000;2,5000;2,5000;;
10/02/2020;;;;;;;;1,1200;2,3000;2,6000;2,5000;2,5000;;
11/02/2020;;;;;;;;1,1200;2,3000;2,5500;2,5000;2,5000;;
12/02/2020;;;;;;;;1,1200;2,3000;2,5500;2,5000;2,5000;;
13/02/2020;;;;;;;;1,1200;2,2800;2,5500;2,5000;2,5000;;
14/02/2020;;;;;;;;1,1100;2,2300;2,5000;2,5000;2,5000;;
17/02/2020;;;;;;;;1,1000;2,2300;2,5000;2,5000;2,5000;;
18/02/2020;;;;;;;;1,1000;2,2200;2,5000;2,5000;2,5000;;
19/02/2020;;;;;;;;1,1000;2,2000;2,5000;2,5000;2,5000;;
20/02/2020;;;;;;;;1,1000;2,2000;2,5000;2,5000;2,5000;;
21/02/2020;;;;;;;;1,1000;2,2000;2,5000;2,5000;2,5000;;
26/02/2020;;;;;;;;1,1000;2,2000;2,5000;2,5000;2,5000;;
27/02/2020;;;;;;;;1,1000;2,2000;2,5000;2,5000;2,5000;;
28/02/2020;;;;;;;;1,1200;2,1700;2,5000;2,5000;2,5000;;
02/03/2020;;;;;;;;1,1200;2,1300;2,5000;2,5000;2,5000;;
03/03/2020;;;;;;;;1,1200;2,1100;2,5000;2,5000;2,5000;;
04/03/2020;;;;;;;;;2,1000;2,5000;2,5000;2,5000;2,5000;
05/03/2020;;;;;;;;;2,0800;2,5000;2,5000;2,5000;2,5000;
06/03/2020;;;;;;;;;1,9900;2,5000;2,5000;2,5000;2,5000;
09/03/2020;;;;;;;;;1,9300;2,5000;2,5000;2,5000;2,5000;
10/03/2020;;;;;;;;;1,9200;2,5000;2,5000;2,5000;2,5000;
11/03/2020;;;;;;;;;1,9000;2,5000;2,5000;2,5000;2,5000;
12/03/2020;;;;;;;;;1,8800;2,5000;2,5000;2,5000;2,5000;
13/03/2020;;;;;;;;;1,6800;2,5000;2,5000;2,5000;2,5000;
16/03/2020;;;;;;;;;1,6400;2,5000;2,5000;2,5000;2,5000;
17/03/2020;;;;;;;;;1,6000;2,5000;2,5000;2,5000;2,5000;
18/03/2020;;;;;;;;;1,6000;2,5000;2,5000;2,5000;2,5000;
19/03/2020;;;;;;;;;1,5700;2,5000;2,5000;2,5000;2,5000;
20/03/2020;;;;;;;;;1,4800;2,5000;2,5000;2,5000;2,5000;
23/03/2020;;;;;;;;;1,3500;2,5000;2,5000;2,5000;2,5000;
24/03/2020;;;;;;;;;1,1200;2,5000;2,5000;2,5000;2,5000;
25/03/2020;;;;;;;;;1,0000;2,5000;2,5000;2,5000;2,5000;
26/03/2020;;;;;;;;;0,8000;2,5000;2,5000;2,5000;2,5000;
27/03/2020;;;;;;;;;-0,4800;2,5000;2,5000;2,5000;2,5000;
30/03/2020;;;;;;;;;-0,8400;2,5000;2,5000;2,5000;2,5000;
31/03/2020;;;;;;;;;-0,9000;2,5000;2,5000;2,5000;2,5000;
01/04/2020;;;;;;;;;-0,9000;2,5000;2,5000;2,5000;2,5000;
02/04/2020;;;;;;;;;-0,9000;2,5000;2,5000;2,5000;2,5000;
03/04/2020;;;;;;;;;-1,1800;2,5000;2,5000;2,5000;2,5000;
06/04/2020;;;;;;;;;-1,4700;2,5000;2,5000;2,5000;2,5000;
07/04/2020;;;;;;;;;-1,5600;2,5000;2,5000;2,5000;2,5000;
08/04/2020;;;;;;;;;-1,7200;2,5500;2,5000;2,5000;2,5000;
09/04/2020;;;;;;;;;-1,9600;2,7000;2,5000;2,5000;2,5000;
13/04/2020;;;;;;;;;-2,2000;2,8000;2,5000;2,5000;2,5000;
14/04/2020;;;;;;;;;-2,3000;2,9500;2,5000;2,5000;2,5000;
15/04/2020;;;;;;;;;-2,4700;3,0000;2,5000;2,5000;2,5000;
16/04/2020;;;;;;;;;-2,4800;3,0000;2,5000;2,5000;2,5000;
17/04/2020;;;;;;;;;-2,9600;3,1000;2,5000;2,5000;2,5000;
20/04/2020;;;;;;;;;-3,0000;3,0000;2,5000;2,5000;2,5000;
22/04/2020;;;;;;;;;-3,0000;3,0000;2,5000;2,5000;2,5000;
23/04/2020;;;;;;;;;-3,0100;3,0000;2,5000;2,5000;2,5000;
24/04/2020;;;;;;;;;-3,3400;3,0000;2,5000;2,5000;2,5000;
27/04/2020;;;;;;;;;-3,5000;3,2000;2,5000;2,5000;2,5000;
28/04/2020;;;;;;;;;-3,5100;3,2000;2,5000;2,5000;2,5000;
29/04/2020;;;;;;;;;-3,5100;3,2000;2,5000;2,5000;2,5000;
30/04/2020;;;;;;;;;-3,7600;3,2000;2,5000;2,5000;2,5000;
04/05/2020;;;;;;;;;-3,9800;3,2000;2,5000;2,5000;2,5000;
05/05/2020;;;;;;;;;-4,0200;3,2000;2,5000;2,5000;2,5000;
06/05/2020;;;;;;;;;-4,0400;3,2000;2,5000;2,5000;2,5000;
07/05/2020;;;;;;;;;-4,0500;3,2000;2,5000;2,5000;2,5000;
08/05/2020;;;;;;;;;-4,1100;3,2000;2,5000;2,5000;2,5000;
11/05/2020;;;;;;;;;-4,3800;3,3000;2,5000;2,5000;2,5000;
12/05/2020;;;;;;;;;-4,3800;3,3000;2,5000;2,5000;2,5000;
13/05/2020;;;;;;;;;-4,4000;3,4000;2,5000;2,5000;2,5000;
14/05/2020;;;;;;;;;-4,5100;3,2500;2,5000;2,5000;2,5000;
15/05/2020;;;;;;;;;-5,1200;3,2000;2,5000;2,5000;2,5000;
18/05/2020;;;;;;;;;-5,2800;3,4500;2,5000;2,5000;2,5000;
19/05/2020;;;;;;;;;-5,3100;3,4500;2,5000;2,5000;2,5000;
20/05/2020;;;;;;;;;-5,3700;3,5000;2,5000;2,5000;2,5000;
21/05/2020;;;;;;;;;-5,5000;3,5000;2,5000;2,5000;2,5000;
22/05/2020;;;;;;;;;-5,8900;3,5000;2,5000;2,5000;2,5000;
25/05/2020;;;;;;;;;-6,0500;3,5000;2,5000;2,5000;2,5000;
26/05/2020;;;;;;;;;-6,0500;3,5000;2,5000;2,5000;2,5000;
27/05/2020;;;;;;;;;-6,1000;3,5000;2,5000;2,5000;2,5000;
28/05/2020;;;;;;;;;-6,1000;3,5000;2,5000;2,5000;2,5000;
29/05/2020;;;;;;;;;-6,2500;3,5000;2,5000;2,5000;2,5000;
01/06/2020;;;;;;;;;-6,4600;3,5000;2,5000;2,5000;2,5000;
02/06/2020;;;;;;;;;-6,5200;3,5000;2,5000;2,5000;2,5000;
03/06/2020;;;;;;;;;-6,5000;3,5000;2,5000;2,5000;2,5000;
04/06/2020;;;;;;;;;-6,5200;3,5000;2,5000;2,5000;2,5000;
05/06/2020;;;;;;;;;-6,4800;3,5000;2,5000;2,5000;2,5000;
08/06/2020;;;;;;;;;-6,5000;3,5000;2,5000;2,5000;2,5000;
09/06/2020;;;;;;;;;-6,5000;3,5000;2,5000;2,5000;2,5000;
10/06/2020;;;;;;;;;-6,5000;3,5000;2,5000;2,5000;2,5000;
12/06/2020;;;;;;;;;-6,5100;3,5000;2,5000;2,5000;2,5000;
15/06/2020;;;;;;;;;-6,5100;3,5000;2,5000;2,5000;2,5000;
16/06/2020;;;;;;;;;-6,5100;3,5000;2,5000;2,5000;2,5000;
17/06/2020;;;;;;;;;-6,5200;3,5000;2,5000;2,5000;2,5000;
18/06/2020;;;;;;;;;-6,5200;3,5000;2,5000;2,5000;2,5000;
19/06/2020;;;;;;;;;-6,5000;3,5000;2,5000;2,5000;2,5000;
22/06/2020;;;;;;;;;-6,5400;3,5000;2,5000;2,5000;2,5000;
23/06/2020;;;;;;;;;-6,5000;3,5000;2,5000;2,5000;2,5000;
24/06/2020;;;;;;;;;-6,5000;3,5000;2,5000;2,5000;2,5000;
25/06/2020;;;;;;;;;-6,5000;3,5000;2,5000;2,5000;2,5000;
26/06/2020;;;;;;;;;-6,5400;3,5000;2,5000;2,5000;2,5000;
29/06/2020;;;;;;;;;-6,5900;3,5000;2,5000;2,5000;2,5000;
30/06/2020;;;;;;;;;-6,6000;3,5000;2,5000;2,5000;2,5000;
01/07/2020;;;;;;;;;-6,5900;3,5000;2,5000;2,5000;2,5000;
02/07/2020;;;;;;;;;-6,5900;3,5000;2,5000;2,5000;2,5000;
03/07/2020;;;;;;;;;-6,5000;3,5000;2,5000;2,5000;2,5000;
06/07/2020;;;;;;;;;-6,5000;3,5000;2,5000;2,5000;2,5000;
07/07/2020;;;;;;;;;-6,4700;3,5000;2,5000;2,5000;2,5000;
08/07/2020;;;;;;;;;-6,4500;3,5000;2,5000;2,5000;2,5000;
09/07/2020;;;;;;;;;-6,4700;3,5000;2,5000;2,5000;2,5000;
10/07/2020;;;;;;;;;-6,1000;3,5000;2,5000;2,5000;2,5000;
13/07/2020;;;;;;;;;-6,0000;3,5000;2,5000;2,5000;2,5000;
14/07/2020;;;;;;;;;-6,0000;3,5000;2,5000;2,5000;2,5000;
15/07/2020;;;;;;;;;-6,0000;3,5000;2,5000;2,5000;2,5000;
16/07/2020;;;;;;;;;-5,9900;3,5000;2,5000;2,5000;2,5000;
17/07/2020;;;;;;;;;-5,9500;3,5000;2,5000;2,5000;2,5000;
20/07/2020;;;;;;;;;-5,9200;3,5000;2,5000;2,5000;2,5000;
21/07/2020;;;;;;;;;-5,9200;3,5000;2,5000;2,5000;2,5000;
22/07/2020;;;;;;;;;-5,9200;3,5000;2,5000;2,5000;2,5000;
23/07/2020;;;;;;;;;-5,9200;3,5000;2,5000;2,5000;2,5000;
24/07/2020;;;;;;;;;-5,7700;3,5000;2,5000;2,5000;2,5000;
27/07/2020;;;;;;;;;-5,7600;3,5000;2,5000;2,5000;2,5000;
28/07/2020;;;;;;;;;-5,7600;3,5000;2,5000;2,5000;2,5000;
29/07/2020;;;;;;;;;-5,7600;3,5000;2,5000;2,5000;2,5000;
30/07/2020;;;;;;;;;-5,7600;3,5000;2,5000;2,5000;2,5000;
31/07/2020;;;;;;;;;-5,6600;3,5000;2,5000;2,5000;2,5000;
03/08/2020;;;;;;;;;-5,6600;3,5000;2,5000;2,5000;2,5000;
04/08/2020;;;;;;;;;-5,6600;3,5000;2,5000;2,5000;2,5000;
05/08/2020;;;;;;;;;-5,6300;3,5000;2,5000;2,5000;2,5000;
06/08/2020;;;;;;;;;-5,6200;3,5000;2,5000;2,5000;2,5000;
07/08/2020;;;;;;;;;-5,6200;3,5000;2,5000;2,5000;2,5000;
10/08/2020;;;;;;;;;-5,6100;3,5000;2,5000;2,5000;2,5000;
11/08/2020;;;;;;;;;-5,6100;3,5000;2,5000;2,5000;2,5000;
12/08/2020;;;;;;;;;-5,6100;3,5000;2,5000;2,5000;2,5000;
13/08/2020;;;;;;;;;-5,6100;3,5000;2,5000;2,5000;2,5000;
14/08/2020;;;;;;;;;-5,5200;3,5000;2,5000;2,5000;2,5000;
17/08/2020;;;;;;;;;-5,5000;3,5000;2,5000;2,5000;2,5000;
18/08/2020;;;;;;;;;-5,4900;3,5000;2,5000;2,5000;2,5000;
19/08/2020;;;;;;;;;-5,4900;3,5000;2,5000;2,5000;2,5000;
20/08/2020;;;;;;;;;-5,4800;3,5000;2,5000;2,5000;2,5000;
21/08/2020;;;;;;;;;-5,4600;3,5000;2,5000;2,5000;2,5000;
24/08/2020;;;;;;;;;-5,4300;3,5000;2,5000;2,5000;2,5000;
25/08/2020;;;;;;;;;-5,4000;3,5000;2,5000;2,5000;2,5000;
26/08/2020;;;;;;;;;-5,3800;3,5000;2,5000;2,5000;2,5000;
27/08/2020;;;;;;;;;-5,3600;3,5000;2,5000;2,5000;2,5000;
28/08/2020;;;;;;;;;-5,2800;3,5000;2,5000;2,5000;2,5000;
31/08/2020;;;;;;;;;-5,2000;3,5000;2,5000;2,5000;2,5000;
01/09/2020;;;;;;;;;-5,4100;3,5000;2,5000;2,5000;2,5000;
02/09/2020;;;;;;;;;-5,4100;3,5000;2,5000;2,5000;2,5000;
03/09/2020;;;;;;;;;-5,4100;3,5000;2,5000;2,5000;2,5000;
04/09/2020;;;;;;;;;-5,3100;3,5000;2,5000;2,5000;2,5000;
08/09/2020;;;;;;;;;-5,3100;3,5000;2,5000;2,5000;2,5000;
09/09/2020;;;;;;;;;-5,2500;3,5000;2,5000;2,5000;2,5000;
10/09/2020;;;;;;;;;-5,2500;3,5000;2,5000;2,5000;2,5000;
11/09/2020;;;;;;;;;-5,1100;3,5000;2,5000;2,5000;2,5000;
14/09/2020;;;;;;;;;-5,0900;3,5000;2,5000;2,5000;2,5000;
15/09/2020;;;;;;;;;-5,0900;3,5000;2,5000;2,5000;2,5000;
16/09/2020;;;;;;;;;-5,0900;3,5000;2,5000;2,5000;2,5000;
17/09/2020;;;;;;;;;-5,0700;3,5000;2,5000;2,5000;2,5000;
18/09/2020;;;;;;;;;-5,0500;3,5000;2,5000;2,5000;2,5000;
21/09/2020;;;;;;;;;-5,0200;3,5000;2,5000;2,5000;2,5000;
22/09/2020;;;;;;;;;-5,0200;3,5000;2,5000;2,5000;2,5000;
23/09/2020;;;;;;;;;-5,0300;3,5000;2,5000;2,5000;2,5000;
24/09/2020;;;;;;;;;-5,0300;3,5000;2,5000;2,5000;2,5000;
25/09/2020;;;;;;;;;-5,0400;3,5000;2,5000;2,5000;2,5000;
28/09/2020;;;;;;;;;-5,0200;3,5000;2,5000;2,5000;2,5000;
29/09/2020;;;;;;;;;-5,0200;3,5000;2,5000;2,5000;2,5000;
30/09/2020;;;;;;;;;-5,0200;3,5000;2,5000;2,5000;2,5000;
01/10/2020;;;;;;;;;-5,0100;3,5000;2,5000;2,5000;2,5000;
02/10/2020;;;;;;;;;-5,0200;3,5000;2,5000;2,5000;2,5000;
05/10/2020;;;;;;;;;-5,0200;3,5000;2,5000;2,5000;2,5000;
06/10/2020;;;;;;;;;-5,0300;3,5000;2,5000;2,5000;2,5000;
07/10/2020;;;;;;;;;-5,0200;3,5000;2,5000;2,5000;2,5000;
08/10/2020;;;;;;;;;-5,0200;3,5000;2,5000;2,5000;2,5000;
09/10/2020;;;;;;;;;-5,0300;3,5000;2,5000;2,5000;2,5000;
13/10/2020;;;;;;;;;-5,0400;3,4900;2,5000;2,5000;2,5000;
14/10/2020;;;;;;;;;-5,0100;3,4900;2,5000;2,5000;2,5000;
15/10/2020;;;;;;;;;-5,0100;3,4800;2,5000;2,5000;2,5000;
16/10/2020;;;;;;;;;-5,0000;3,4700;2,5000;2,5000;2,5000;
19/10/2020;;;;;;;;;-4,9800;3,4700;2,5000;2,5000;2,5000;
20/10/2020;;;;;;;;;-4,9900;3,4400;2,5000;2,5000;2,5000;
21/10/2020;;;;;;;;;-4,9300;3,4000;2,5000;2,5000;2,5000;
22/10/2020;;;;;;;;;-4,9300;3,4100;2,5000;2,5000;2,5000;
23/10/2020;;;;;;;;;-4,8100;3,4200;2,5000;2,5000;2,5000;
26/10/2020;;;;;;;;;-4,8200;3,4100;2,5000;2,5000;2,5000;
27/10/2020;;;;;;;;;-4,8200;3,4100;2,5000;2,5000;2,5000;
28/10/2020;;;;;;;;;-4,8100;3,4100;2,5000;2,5000;2,5000;
29/10/2020;;;;;;;;;-4,8100;3,4000;2,5000;2,5000;2,5000;
30/10/2020;;;;;;;;;-4,8100;3,3400;2,5000;2,5000;2,5000;
03/11/2020;;;;;;;;;-4,8100;3,3400;2,5000;2,5000;2,5000;
04/11/2020;;;;;;;;;-4,8100;3,3400;2,5000;2,5000;2,5000;
05/11/2020;;;;;;;;;-4,8100;3,2800;2,5000;2,5000;2,5000;
06/11/2020;;;;;;;;;-4,8000;3,3100;2,5000;2,5000;2,5000;
09/11/2020;;;;;;;;;-4,7800;3,2800;2,5000;2,5000;2,5000;
10/11/2020;;;;;;;;;-4,7700;3,3000;2,5000;2,5000;2,5000;
11/11/2020;;;;;;;;;-4,7600;3,3000;2,5000;2,5000;2,5000;
12/11/2020;;;;;;;;;-4,7300;3,3100;2,5000;2,5000;2,5000;
13/11/2020;;;;;;;;;-4,6600;3,3100;2,5000;2,5000;2,5000;
16/11/2020;;;;;;;;;-4,6400;3,3800;2,5000;2,5000;2,5000;
17/11/2020;;;;;;;;;-4,6000;3,3800;2,5000;2,5000;2,5000;
18/11/2020;;;;;;;;;-4,6000;3,4000;2,5000;2,5000;2,5000;
19/11/2020;;;;;;;;;-4,5700;3,4000;2,5000;2,5000;2,5000;
20/11/2020;;;;;;;;;-4,5500;3,4000;2,5000;2,5000;2,5000;
23/11/2020;;;;;;;;;-4,5000;3,4000;2,5000;2,5000;2,5000;
24/11/2020;;;;;;;;;-4,5000;3,4000;2,5000;2,5000;2,5000;
25/11/2020;;;;;;;;;-4,5200;3,4100;2,5000;2,5000;2,5000;
